n,m,s,r,w,z,independent_groups,dependent_failures,C_t1,C_t4,effective_t4,bytes_equal,syndrome,status
4,1,1,4,8,1,3,2,29,29,3,PASS,PASS,PASS
4,1,1,5,8,1,4,2,36,36,4,PASS,PASS,PASS
4,1,1,6,8,1,5,2,43,43,4,PASS,PASS,PASS
4,1,1,7,8,1,6,2,50,50,4,PASS,PASS,PASS
4,1,1,8,8,1,7,2,57,57,4,PASS,PASS,PASS
4,1,1,9,8,1,8,2,64,64,4,PASS,PASS,PASS
4,1,1,10,8,1,9,2,71,71,4,PASS,PASS,PASS
4,1,1,11,8,1,10,2,78,78,4,PASS,PASS,PASS
4,1,1,12,8,1,11,2,85,85,4,PASS,PASS,PASS
4,1,1,13,8,1,12,2,92,92,4,PASS,PASS,PASS
4,1,1,14,8,1,13,2,99,99,4,PASS,PASS,PASS
4,1,1,15,8,1,14,2,106,106,4,PASS,PASS,PASS
4,1,1,16,8,1,15,2,113,113,4,PASS,PASS,PASS
4,1,1,17,8,1,16,2,120,120,4,PASS,PASS,PASS
4,1,1,18,8,1,17,2,127,127,4,PASS,PASS,PASS
4,1,1,19,8,1,18,2,134,134,4,PASS,PASS,PASS
4,1,1,20,8,1,19,2,141,141,4,PASS,PASS,PASS
4,1,1,21,8,1,20,2,148,148,4,PASS,PASS,PASS
4,1,1,22,8,1,21,2,155,155,4,PASS,PASS,PASS
4,1,1,23,8,1,22,2,162,162,4,PASS,PASS,PASS
4,1,1,24,8,1,23,2,169,169,4,PASS,PASS,PASS
4,1,2,4,8,1,3,3,45,45,3,PASS,PASS,PASS
4,1,2,4,8,2,2,4,50,50,2,PASS,PASS,PASS
4,1,2,5,8,1,4,3,56,56,4,PASS,PASS,PASS
4,1,2,5,8,2,3,4,61,61,3,PASS,PASS,PASS
4,1,2,6,8,1,5,3,67,67,4,PASS,PASS,PASS
4,1,2,6,8,2,4,4,72,72,4,PASS,PASS,PASS
4,1,2,7,8,1,6,3,78,78,4,PASS,PASS,PASS
4,1,2,7,8,2,5,4,83,83,4,PASS,PASS,PASS
4,1,2,8,8,1,7,3,89,89,4,PASS,PASS,PASS
4,1,2,8,8,2,6,4,94,94,4,PASS,PASS,PASS
4,1,2,9,8,1,8,3,100,100,4,PASS,PASS,PASS
4,1,2,9,8,2,7,4,105,105,4,PASS,PASS,PASS
4,1,2,10,8,1,9,3,111,111,4,PASS,PASS,PASS
4,1,2,10,8,2,8,4,116,116,4,PASS,PASS,PASS
4,1,2,11,8,1,10,3,122,122,4,PASS,PASS,PASS
4,1,2,11,8,2,9,4,127,127,4,PASS,PASS,PASS
4,1,2,12,8,1,11,3,133,133,4,PASS,PASS,PASS
4,1,2,12,8,2,10,4,138,138,4,PASS,PASS,PASS
4,1,2,13,8,1,12,3,144,144,4,PASS,PASS,PASS
4,1,2,13,8,2,11,4,149,149,4,PASS,PASS,PASS
4,1,2,14,8,1,13,3,155,155,4,PASS,PASS,PASS
4,1,2,14,8,2,12,4,160,160,4,PASS,PASS,PASS
4,1,2,15,8,1,14,3,166,166,4,PASS,PASS,PASS
4,1,2,15,8,2,13,4,171,171,4,PASS,PASS,PASS
4,1,2,16,8,1,15,3,177,177,4,PASS,PASS,PASS
4,1,2,16,8,2,14,4,182,182,4,PASS,PASS,PASS
4,1,2,17,8,1,16,3,188,188,4,PASS,PASS,PASS
4,1,2,17,8,2,15,4,193,193,4,PASS,PASS,PASS
4,1,2,18,8,1,17,3,199,199,4,PASS,PASS,PASS
4,1,2,18,8,2,16,4,204,204,4,PASS,PASS,PASS
4,1,2,19,8,1,18,3,210,210,4,PASS,PASS,PASS
4,1,2,19,8,2,17,4,215,215,4,PASS,PASS,PASS
4,1,2,20,8,1,19,3,221,221,4,PASS,PASS,PASS
4,1,2,20,8,2,18,4,226,226,4,PASS,PASS,PASS
4,1,2,21,8,1,20,3,232,232,4,PASS,PASS,PASS
4,1,2,21,8,2,19,4,237,237,4,PASS,PASS,PASS
4,1,2,22,8,1,21,3,243,243,4,PASS,PASS,PASS
4,1,2,22,8,2,20,4,248,248,4,PASS,PASS,PASS
4,1,2,23,8,1,22,3,254,254,4,PASS,PASS,PASS
4,1,2,23,8,2,21,4,259,259,4,PASS,PASS,PASS
4,1,2,24,8,1,23,3,265,265,4,PASS,PASS,PASS
4,1,2,24,8,2,22,4,270,270,4,PASS,PASS,PASS
4,1,3,4,8,1,3,4,61,61,3,PASS,PASS,PASS
4,1,3,4,8,2,2,5,66,66,2,PASS,PASS,PASS
4,1,3,4,8,3,1,6,75,75,1,PASS,PASS,PASS
4,1,3,5,8,1,4,4,76,76,4,PASS,PASS,PASS
4,1,3,5,8,2,3,5,82,82,3,PASS,PASS,PASS
4,1,3,5,8,3,2,6,90,90,2,PASS,PASS,PASS
4,1,3,6,8,1,5,4,91,91,4,PASS,PASS,PASS
4,1,3,6,8,2,4,5,97,97,4,PASS,PASS,PASS
4,1,3,6,8,3,3,6,105,105,3,PASS,PASS,PASS
4,1,3,7,8,1,6,4,106,106,4,PASS,PASS,PASS
4,1,3,7,8,2,5,5,111,111,4,PASS,PASS,PASS
4,1,3,7,8,3,4,6,120,120,4,PASS,PASS,PASS
4,1,3,8,8,1,7,4,121,121,4,PASS,PASS,PASS
4,1,3,8,8,2,6,5,127,127,4,PASS,PASS,PASS
4,1,3,8,8,3,5,6,135,135,4,PASS,PASS,PASS
4,1,3,9,8,1,8,4,136,136,4,PASS,PASS,PASS
4,1,3,9,8,2,7,5,142,142,4,PASS,PASS,PASS
4,1,3,9,8,3,6,6,150,150,4,PASS,PASS,PASS
4,1,3,10,16,1,9,4,151,151,4,PASS,PASS,PASS
4,1,3,10,16,2,8,5,157,157,4,PASS,PASS,PASS
4,1,3,10,16,3,7,6,165,165,4,PASS,PASS,PASS
4,1,3,11,16,1,10,4,166,166,4,PASS,PASS,PASS
4,1,3,11,16,2,9,5,172,172,4,PASS,PASS,PASS
4,1,3,11,16,3,8,6,180,180,4,PASS,PASS,PASS
4,1,3,12,16,1,11,4,181,181,4,PASS,PASS,PASS
4,1,3,12,16,2,10,5,187,187,4,PASS,PASS,PASS
4,1,3,12,16,3,9,6,195,195,4,PASS,PASS,PASS
4,1,3,13,16,1,12,4,196,196,4,PASS,PASS,PASS
4,1,3,13,16,2,11,5,202,202,4,PASS,PASS,PASS
4,1,3,13,16,3,10,6,210,210,4,PASS,PASS,PASS
4,1,3,14,16,1,13,4,211,211,4,PASS,PASS,PASS
4,1,3,14,16,2,12,5,217,217,4,PASS,PASS,PASS
4,1,3,14,16,3,11,6,225,225,4,PASS,PASS,PASS
4,1,3,15,16,1,14,4,226,226,4,PASS,PASS,PASS
4,1,3,15,16,2,13,5,232,232,4,PASS,PASS,PASS
4,1,3,15,16,3,12,6,240,240,4,PASS,PASS,PASS
4,1,3,16,16,1,15,4,241,241,4,PASS,PASS,PASS
4,1,3,16,16,2,14,5,247,247,4,PASS,PASS,PASS
4,1,3,16,16,3,13,6,255,255,4,PASS,PASS,PASS
4,1,3,17,16,1,16,4,256,256,4,PASS,PASS,PASS
4,1,3,17,16,2,15,5,262,262,4,PASS,PASS,PASS
4,1,3,17,16,3,14,6,270,270,4,PASS,PASS,PASS
4,1,3,18,16,1,17,4,271,271,4,PASS,PASS,PASS
4,1,3,18,16,2,16,5,277,277,4,PASS,PASS,PASS
4,1,3,18,16,3,15,6,285,285,4,PASS,PASS,PASS
4,1,3,19,16,1,18,4,286,286,4,PASS,PASS,PASS
4,1,3,19,16,2,17,5,292,292,4,PASS,PASS,PASS
4,1,3,19,16,3,16,6,300,300,4,PASS,PASS,PASS
4,1,3,20,16,1,19,4,301,301,4,PASS,PASS,PASS
4,1,3,20,16,2,18,5,307,307,4,PASS,PASS,PASS
4,1,3,20,16,3,17,6,315,315,4,PASS,PASS,PASS
4,1,3,21,16,1,20,4,316,316,4,PASS,PASS,PASS
4,1,3,21,16,2,19,5,322,322,4,PASS,PASS,PASS
4,1,3,21,16,3,18,6,330,330,4,PASS,PASS,PASS
4,1,3,22,16,1,21,4,331,331,4,PASS,PASS,PASS
4,1,3,22,16,2,20,5,337,337,4,PASS,PASS,PASS
4,1,3,22,16,3,19,6,345,345,4,PASS,PASS,PASS
4,1,3,23,16,1,22,4,346,346,4,PASS,PASS,PASS
4,1,3,23,16,2,21,5,352,352,4,PASS,PASS,PASS
4,1,3,23,16,3,20,6,360,360,4,PASS,PASS,PASS
4,1,3,24,16,1,23,4,361,361,4,PASS,PASS,PASS
4,1,3,24,16,2,22,5,367,367,4,PASS,PASS,PASS
4,1,3,24,16,3,21,6,375,375,4,PASS,PASS,PASS
4,2,1,4,8,1,3,3,36,36,3,PASS,PASS,PASS
4,2,1,5,8,1,4,3,44,44,4,PASS,PASS,PASS
4,2,1,6,8,1,5,3,52,52,4,PASS,PASS,PASS
4,2,1,7,8,1,6,3,60,60,4,PASS,PASS,PASS
4,2,1,8,8,1,7,3,68,68,4,PASS,PASS,PASS
4,2,1,9,8,1,8,3,76,76,4,PASS,PASS,PASS
4,2,1,10,8,1,9,3,84,84,4,PASS,PASS,PASS
4,2,1,11,8,1,10,3,92,92,4,PASS,PASS,PASS
4,2,1,12,8,1,11,3,100,100,4,PASS,PASS,PASS
4,2,1,13,8,1,12,3,108,108,4,PASS,PASS,PASS
4,2,1,14,8,1,13,3,116,116,4,PASS,PASS,PASS
4,2,1,15,8,1,14,3,124,124,4,PASS,PASS,PASS
4,2,1,16,8,1,15,3,132,132,4,PASS,PASS,PASS
4,2,1,17,8,1,16,3,140,140,4,PASS,PASS,PASS
4,2,1,18,8,1,17,3,148,148,4,PASS,PASS,PASS
4,2,1,19,8,1,18,3,156,156,4,PASS,PASS,PASS
4,2,1,20,8,1,19,3,164,164,4,PASS,PASS,PASS
4,2,1,21,8,1,20,3,172,172,4,PASS,PASS,PASS
4,2,1,22,8,1,21,3,180,180,4,PASS,PASS,PASS
4,2,1,23,8,1,22,3,188,188,4,PASS,PASS,PASS
4,2,1,24,8,1,23,3,196,196,4,PASS,PASS,PASS
4,2,2,4,8,1,3,4,52,52,3,PASS,PASS,PASS
4,2,2,4,8,2,2,6,68,68,2,PASS,PASS,PASS
4,2,2,5,8,1,4,4,64,64,4,PASS,PASS,PASS
4,2,2,5,8,2,3,6,80,80,3,PASS,PASS,PASS
4,2,2,6,8,1,5,4,76,76,4,PASS,PASS,PASS
4,2,2,6,8,2,4,6,92,92,4,PASS,PASS,PASS
4,2,2,7,8,1,6,4,88,88,4,PASS,PASS,PASS
4,2,2,7,8,2,5,6,104,104,4,PASS,PASS,PASS
4,2,2,8,8,1,7,4,100,100,4,PASS,PASS,PASS
4,2,2,8,8,2,6,6,116,116,4,PASS,PASS,PASS
4,2,2,9,8,1,8,4,112,112,4,PASS,PASS,PASS
4,2,2,9,8,2,7,6,128,128,4,PASS,PASS,PASS
4,2,2,10,8,1,9,4,124,124,4,PASS,PASS,PASS
4,2,2,10,8,2,8,6,140,140,4,PASS,PASS,PASS
4,2,2,11,8,1,10,4,136,136,4,PASS,PASS,PASS
4,2,2,11,8,2,9,6,152,152,4,PASS,PASS,PASS
4,2,2,12,8,1,11,4,148,148,4,PASS,PASS,PASS
4,2,2,12,8,2,10,6,164,164,4,PASS,PASS,PASS
4,2,2,13,8,1,12,4,160,160,4,PASS,PASS,PASS
4,2,2,13,8,2,11,6,176,176,4,PASS,PASS,PASS
4,2,2,14,8,1,13,4,172,172,4,PASS,PASS,PASS
4,2,2,14,8,2,12,6,188,188,4,PASS,PASS,PASS
4,2,2,15,8,1,14,4,184,184,4,PASS,PASS,PASS
4,2,2,15,8,2,13,6,200,200,4,PASS,PASS,PASS
4,2,2,16,8,1,15,4,196,196,4,PASS,PASS,PASS
4,2,2,16,8,2,14,6,210,210,4,PASS,PASS,PASS
4,2,2,17,8,1,16,4,208,208,4,PASS,PASS,PASS
4,2,2,17,8,2,15,6,224,224,4,PASS,PASS,PASS
4,2,2,18,8,1,17,4,220,220,4,PASS,PASS,PASS
4,2,2,18,8,2,16,6,236,236,4,PASS,PASS,PASS
4,2,2,19,8,1,18,4,232,232,4,PASS,PASS,PASS
4,2,2,19,8,2,17,6,248,248,4,PASS,PASS,PASS
4,2,2,20,8,1,19,4,244,244,4,PASS,PASS,PASS
4,2,2,20,8,2,18,6,260,260,4,PASS,PASS,PASS
4,2,2,21,8,1,20,4,256,256,4,PASS,PASS,PASS
4,2,2,21,8,2,19,6,272,272,4,PASS,PASS,PASS
4,2,2,22,8,1,21,4,268,268,4,PASS,PASS,PASS
4,2,2,22,8,2,20,6,284,284,4,PASS,PASS,PASS
4,2,2,23,8,1,22,4,280,280,4,PASS,PASS,PASS
4,2,2,23,8,2,21,6,296,296,4,PASS,PASS,PASS
4,2,2,24,8,1,23,4,292,292,4,PASS,PASS,PASS
4,2,2,24,8,2,22,6,308,308,4,PASS,PASS,PASS
4,2,3,4,8,1,,,,,,,INFEASIBLE,SKIP
4,2,3,4,8,2,2,7,86,86,2,PASS,PASS,PASS
4,2,3,4,8,3,1,9,112,112,1,PASS,PASS,PASS
4,2,3,5,8,1,,,,,,,INFEASIBLE,SKIP
4,2,3,5,8,2,3,7,102,102,3,PASS,PASS,PASS
4,2,3,5,8,3,2,9,128,128,2,PASS,PASS,PASS
4,2,3,6,8,1,,,,,,,INFEASIBLE,SKIP
4,2,3,6,8,2,4,7,118,118,4,PASS,PASS,PASS
4,2,3,6,8,3,3,9,144,144,3,PASS,PASS,PASS
4,2,3,7,8,1,,,,,,,INFEASIBLE,SKIP
4,2,3,7,8,2,5,7,134,134,4,PASS,PASS,PASS
4,2,3,7,8,3,4,9,160,160,4,PASS,PASS,PASS
4,2,3,8,8,1,,,,,,,INFEASIBLE,SKIP
4,2,3,8,8,2,6,7,150,150,4,PASS,PASS,PASS
4,2,3,8,8,3,5,9,176,176,4,PASS,PASS,PASS
4,2,3,9,8,1,,,,,,,INFEASIBLE,SKIP
4,2,3,9,8,2,7,7,166,166,4,PASS,PASS,PASS
4,2,3,9,8,3,6,9,191,191,4,PASS,PASS,PASS
4,2,3,10,8,1,,,,,,,INFEASIBLE,SKIP
4,2,3,10,8,2,8,7,182,182,4,PASS,PASS,PASS
4,2,3,10,8,3,7,9,208,208,4,PASS,PASS,PASS
4,2,3,11,8,1,,,,,,,INFEASIBLE,SKIP
4,2,3,11,8,2,9,7,197,197,4,PASS,PASS,PASS
4,2,3,11,8,3,8,9,224,224,4,PASS,PASS,PASS
4,2,3,12,8,1,,,,,,,INFEASIBLE,SKIP
4,2,3,12,8,2,10,7,213,213,4,PASS,PASS,PASS
4,2,3,12,8,3,9,9,239,239,4,PASS,PASS,PASS
4,2,3,13,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,13,16,2,11,7,230,230,4,PASS,PASS,PASS
4,2,3,13,16,3,10,9,256,256,4,PASS,PASS,PASS
4,2,3,14,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,14,16,2,12,7,246,246,4,PASS,PASS,PASS
4,2,3,14,16,3,11,9,272,272,4,PASS,PASS,PASS
4,2,3,15,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,15,16,2,13,7,262,262,4,PASS,PASS,PASS
4,2,3,15,16,3,12,9,288,288,4,PASS,PASS,PASS
4,2,3,16,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,16,16,2,14,7,278,278,4,PASS,PASS,PASS
4,2,3,16,16,3,13,9,304,304,4,PASS,PASS,PASS
4,2,3,17,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,17,16,2,15,7,294,294,4,PASS,PASS,PASS
4,2,3,17,16,3,14,9,320,320,4,PASS,PASS,PASS
4,2,3,18,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,18,16,2,16,7,310,310,4,PASS,PASS,PASS
4,2,3,18,16,3,15,9,336,336,4,PASS,PASS,PASS
4,2,3,19,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,19,16,2,17,7,326,326,4,PASS,PASS,PASS
4,2,3,19,16,3,16,9,352,352,4,PASS,PASS,PASS
4,2,3,20,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,20,16,2,18,7,342,342,4,PASS,PASS,PASS
4,2,3,20,16,3,17,9,368,368,4,PASS,PASS,PASS
4,2,3,21,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,21,16,2,19,7,358,358,4,PASS,PASS,PASS
4,2,3,21,16,3,18,9,384,384,4,PASS,PASS,PASS
4,2,3,22,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,22,16,2,20,7,374,374,4,PASS,PASS,PASS
4,2,3,22,16,3,19,9,400,400,4,PASS,PASS,PASS
4,2,3,23,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,23,16,2,21,7,390,390,4,PASS,PASS,PASS
4,2,3,23,16,3,20,9,416,416,4,PASS,PASS,PASS
4,2,3,24,16,1,,,,,,,INFEASIBLE,SKIP
4,2,3,24,16,2,22,7,406,406,4,PASS,PASS,PASS
4,2,3,24,16,3,21,9,432,432,4,PASS,PASS,PASS
4,3,1,4,8,1,3,4,37,37,3,PASS,PASS,PASS
4,3,1,5,8,1,4,4,44,44,4,PASS,PASS,PASS
4,3,1,6,8,1,5,4,51,51,4,PASS,PASS,PASS
4,3,1,7,8,1,6,4,58,58,4,PASS,PASS,PASS
4,3,1,8,8,1,7,4,65,65,4,PASS,PASS,PASS
4,3,1,9,8,1,8,4,72,72,4,PASS,PASS,PASS
4,3,1,10,8,1,9,4,79,79,4,PASS,PASS,PASS
4,3,1,11,8,1,10,4,86,86,4,PASS,PASS,PASS
4,3,1,12,8,1,11,4,93,93,4,PASS,PASS,PASS
4,3,1,13,8,1,12,4,100,100,4,PASS,PASS,PASS
4,3,1,14,8,1,13,4,107,107,4,PASS,PASS,PASS
4,3,1,15,8,1,14,4,114,114,4,PASS,PASS,PASS
4,3,1,16,8,1,15,4,121,121,4,PASS,PASS,PASS
4,3,1,17,8,1,16,4,128,128,4,PASS,PASS,PASS
4,3,1,18,8,1,17,4,135,135,4,PASS,PASS,PASS
4,3,1,19,8,1,18,4,142,142,4,PASS,PASS,PASS
4,3,1,20,8,1,19,4,149,149,4,PASS,PASS,PASS
4,3,1,21,8,1,20,4,156,156,4,PASS,PASS,PASS
4,3,1,22,8,1,21,4,163,163,4,PASS,PASS,PASS
4,3,1,23,8,1,22,4,170,170,4,PASS,PASS,PASS
4,3,1,24,8,1,23,4,177,177,4,PASS,PASS,PASS
4,3,2,4,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,4,8,2,2,8,85,85,2,PASS,PASS,PASS
4,3,2,5,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,5,8,2,3,8,97,97,3,PASS,PASS,PASS
4,3,2,6,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,6,8,2,4,8,108,108,4,PASS,PASS,PASS
4,3,2,7,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,7,8,2,5,8,119,119,4,PASS,PASS,PASS
4,3,2,8,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,8,8,2,6,8,128,128,4,PASS,PASS,PASS
4,3,2,9,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,9,8,2,7,8,141,141,4,PASS,PASS,PASS
4,3,2,10,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,10,8,2,8,8,152,152,4,PASS,PASS,PASS
4,3,2,11,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,11,8,2,9,8,163,163,4,PASS,PASS,PASS
4,3,2,12,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,12,8,2,10,8,174,174,4,PASS,PASS,PASS
4,3,2,13,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,13,8,2,11,8,185,185,4,PASS,PASS,PASS
4,3,2,14,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,14,8,2,12,8,196,196,4,PASS,PASS,PASS
4,3,2,15,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,15,8,2,13,8,207,207,4,PASS,PASS,PASS
4,3,2,16,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,16,8,2,14,8,217,217,4,PASS,PASS,PASS
4,3,2,17,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,17,8,2,15,8,229,229,4,PASS,PASS,PASS
4,3,2,18,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,18,8,2,16,8,240,240,4,PASS,PASS,PASS
4,3,2,19,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,19,8,2,17,8,251,251,4,PASS,PASS,PASS
4,3,2,20,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,20,8,2,18,8,262,262,4,PASS,PASS,PASS
4,3,2,21,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,21,8,2,19,8,273,273,4,PASS,PASS,PASS
4,3,2,22,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,22,8,2,20,8,284,284,4,PASS,PASS,PASS
4,3,2,23,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,23,8,2,21,8,295,295,4,PASS,PASS,PASS
4,3,2,24,8,1,,,,,,,INFEASIBLE,SKIP
4,3,2,24,8,2,22,8,306,306,4,PASS,PASS,PASS
4,3,3,4,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,4,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,4,8,3,1,12,159,159,1,PASS,PASS,PASS
4,3,3,5,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,5,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,5,8,3,2,12,174,174,2,PASS,PASS,PASS
4,3,3,6,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,6,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,6,8,3,3,12,189,189,3,PASS,PASS,PASS
4,3,3,7,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,7,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,7,8,3,4,12,204,204,4,PASS,PASS,PASS
4,3,3,8,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,8,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,8,8,3,5,12,219,219,4,PASS,PASS,PASS
4,3,3,9,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,9,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,9,8,3,6,12,234,234,4,PASS,PASS,PASS
4,3,3,10,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,10,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,10,8,3,7,12,249,249,4,PASS,PASS,PASS
4,3,3,11,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,11,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,11,8,3,8,12,264,264,4,PASS,PASS,PASS
4,3,3,12,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,12,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,12,8,3,9,12,279,279,4,PASS,PASS,PASS
4,3,3,13,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,13,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,13,8,3,10,12,294,294,4,PASS,PASS,PASS
4,3,3,14,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,14,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,14,8,3,11,12,301,301,4,PASS,PASS,PASS
4,3,3,15,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,15,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,15,8,3,12,12,324,324,4,PASS,PASS,PASS
4,3,3,16,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,16,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,16,8,3,13,12,339,339,4,PASS,PASS,PASS
4,3,3,17,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,17,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,17,8,3,14,12,353,353,4,PASS,PASS,PASS
4,3,3,18,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,18,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,18,8,3,15,12,369,369,4,PASS,PASS,PASS
4,3,3,19,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,19,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,19,8,3,16,12,375,375,4,PASS,PASS,PASS
4,3,3,20,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,20,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,20,8,3,17,12,395,395,4,PASS,PASS,PASS
4,3,3,21,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,21,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,21,8,3,18,12,413,413,4,PASS,PASS,PASS
4,3,3,22,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,22,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,22,8,3,19,12,429,429,4,PASS,PASS,PASS
4,3,3,23,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,23,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,23,8,3,20,12,444,444,4,PASS,PASS,PASS
4,3,3,24,8,1,,,,,,,INFEASIBLE,SKIP
4,3,3,24,8,2,,,,,,,INFEASIBLE,SKIP
4,3,3,24,8,3,21,12,459,459,4,PASS,PASS,PASS
5,1,1,4,8,1,3,2,37,37,3,PASS,PASS,PASS
5,1,1,5,8,1,4,2,46,46,4,PASS,PASS,PASS
5,1,1,6,8,1,5,2,55,55,4,PASS,PASS,PASS
5,1,1,7,8,1,6,2,64,64,4,PASS,PASS,PASS
5,1,1,8,8,1,7,2,73,73,4,PASS,PASS,PASS
5,1,1,9,8,1,8,2,82,82,4,PASS,PASS,PASS
5,1,1,10,8,1,9,2,91,91,4,PASS,PASS,PASS
5,1,1,11,8,1,10,2,100,100,4,PASS,PASS,PASS
5,1,1,12,8,1,11,2,109,109,4,PASS,PASS,PASS
5,1,1,13,8,1,12,2,118,118,4,PASS,PASS,PASS
5,1,1,14,8,1,13,2,127,127,4,PASS,PASS,PASS
5,1,1,15,8,1,14,2,136,136,4,PASS,PASS,PASS
5,1,1,16,8,1,15,2,145,145,4,PASS,PASS,PASS
5,1,1,17,8,1,16,2,154,154,4,PASS,PASS,PASS
5,1,1,18,8,1,17,2,163,163,4,PASS,PASS,PASS
5,1,1,19,8,1,18,2,172,172,4,PASS,PASS,PASS
5,1,1,20,8,1,19,2,181,181,4,PASS,PASS,PASS
5,1,1,21,8,1,20,2,190,190,4,PASS,PASS,PASS
5,1,1,22,8,1,21,2,199,199,4,PASS,PASS,PASS
5,1,1,23,8,1,22,2,208,208,4,PASS,PASS,PASS
5,1,1,24,8,1,23,2,217,217,4,PASS,PASS,PASS
5,1,2,4,8,1,3,3,57,57,3,PASS,PASS,PASS
5,1,2,4,8,2,2,4,62,62,2,PASS,PASS,PASS
5,1,2,5,8,1,4,3,71,71,4,PASS,PASS,PASS
5,1,2,5,8,2,3,4,76,76,3,PASS,PASS,PASS
5,1,2,6,8,1,5,3,85,85,4,PASS,PASS,PASS
5,1,2,6,8,2,4,4,90,90,4,PASS,PASS,PASS
5,1,2,7,8,1,6,3,99,99,4,PASS,PASS,PASS
5,1,2,7,8,2,5,4,104,104,4,PASS,PASS,PASS
5,1,2,8,8,1,7,3,113,113,4,PASS,PASS,PASS
5,1,2,8,8,2,6,4,118,118,4,PASS,PASS,PASS
5,1,2,9,8,1,8,3,127,127,4,PASS,PASS,PASS
5,1,2,9,8,2,7,4,132,132,4,PASS,PASS,PASS
5,1,2,10,8,1,9,3,141,141,4,PASS,PASS,PASS
5,1,2,10,8,2,8,4,146,146,4,PASS,PASS,PASS
5,1,2,11,8,1,10,3,155,155,4,PASS,PASS,PASS
5,1,2,11,8,2,9,4,160,160,4,PASS,PASS,PASS
