n,m,s,r,w,z,independent_groups,dependent_failures,C_t1,C_t4,effective_t4,bytes_equal,syndrome,status
16,1,3,4,16,2,2,5,259,259,2,PASS,PASS,PASS
16,1,3,4,16,3,1,6,267,267,1,PASS,PASS,PASS
16,1,3,5,16,1,4,4,316,316,4,PASS,PASS,PASS
16,1,3,5,16,2,3,5,322,322,3,PASS,PASS,PASS
16,1,3,5,16,3,2,6,330,330,2,PASS,PASS,PASS
16,1,3,6,16,1,5,4,379,379,4,PASS,PASS,PASS
16,1,3,6,16,2,4,5,385,385,4,PASS,PASS,PASS
16,1,3,6,16,3,3,6,393,393,3,PASS,PASS,PASS
16,1,3,7,16,1,6,4,442,442,4,PASS,PASS,PASS
16,1,3,7,16,2,5,5,448,448,4,PASS,PASS,PASS
16,1,3,7,16,3,4,6,456,456,4,PASS,PASS,PASS
16,1,3,8,16,1,7,4,505,505,4,PASS,PASS,PASS
16,1,3,8,16,2,6,5,511,511,4,PASS,PASS,PASS
16,1,3,8,16,3,5,6,519,519,4,PASS,PASS,PASS
16,1,3,9,32,1,8,4,568,568,4,PASS,PASS,PASS
16,1,3,9,32,2,7,5,574,574,4,PASS,PASS,PASS
16,1,3,9,32,3,6,6,582,582,4,PASS,PASS,PASS
16,1,3,10,32,1,9,4,631,631,4,PASS,PASS,PASS
16,1,3,10,32,2,8,5,637,637,4,PASS,PASS,PASS
16,1,3,10,32,3,7,6,645,645,4,PASS,PASS,PASS
16,1,3,11,32,1,10,4,694,694,4,PASS,PASS,PASS
16,1,3,11,32,2,9,5,700,700,4,PASS,PASS,PASS
16,1,3,11,32,3,8,6,708,708,4,PASS,PASS,PASS
16,1,3,12,16,1,11,4,757,757,4,PASS,PASS,PASS
16,1,3,12,16,2,10,5,763,763,4,PASS,PASS,PASS
16,1,3,12,16,3,9,6,771,771,4,PASS,PASS,PASS
16,1,3,13,32,1,12,4,820,820,4,PASS,PASS,PASS
16,1,3,13,32,2,11,5,826,826,4,PASS,PASS,PASS
16,1,3,13,32,3,10,6,834,834,4,PASS,PASS,PASS
16,1,3,14,32,1,13,4,883,883,4,PASS,PASS,PASS
16,1,3,14,32,2,12,5,889,889,4,PASS,PASS,PASS
16,1,3,14,32,3,11,6,897,897,4,PASS,PASS,PASS
16,1,3,15,32,1,14,4,946,946,4,PASS,PASS,PASS
16,1,3,15,32,2,13,5,952,952,4,PASS,PASS,PASS
16,1,3,15,32,3,12,6,960,960,4,PASS,PASS,PASS
16,1,3,16,32,1,15,4,1009,1009,4,PASS,PASS,PASS
16,1,3,16,32,2,14,5,1015,1015,4,PASS,PASS,PASS
16,1,3,16,32,3,13,6,1023,1023,4,PASS,PASS,PASS
16,1,3,17,32,1,16,4,1072,1072,4,PASS,PASS,PASS
16,1,3,17,32,2,15,5,1078,1078,4,PASS,PASS,PASS
16,1,3,17,32,3,14,6,1086,1086,4,PASS,PASS,PASS
16,1,3,18,32,1,17,4,1135,1135,4,PASS,PASS,PASS
16,1,3,18,32,2,16,5,1141,1141,4,PASS,PASS,PASS
16,1,3,18,32,3,15,6,1149,1149,4,PASS,PASS,PASS
16,1,3,19,32,1,18,4,1198,1198,4,PASS,PASS,PASS
16,1,3,19,32,2,17,5,1204,1204,4,PASS,PASS,PASS
16,1,3,19,32,3,16,6,1212,1212,4,PASS,PASS,PASS
16,1,3,20,32,1,19,4,1261,1261,4,PASS,PASS,PASS
16,1,3,20,32,2,18,5,1267,1267,4,PASS,PASS,PASS
16,1,3,20,32,3,17,6,1275,1275,4,PASS,PASS,PASS
16,1,3,21,32,1,20,4,1324,1324,4,PASS,PASS,PASS
16,1,3,21,32,2,19,5,1330,1330,4,PASS,PASS,PASS
16,1,3,21,32,3,18,6,1338,1338,4,PASS,PASS,PASS
16,1,3,22,32,1,21,4,1387,1387,4,PASS,PASS,PASS
16,1,3,22,32,2,20,5,1393,1393,4,PASS,PASS,PASS
16,1,3,22,32,3,19,6,1401,1401,4,PASS,PASS,PASS
16,1,3,23,32,1,22,4,1450,1450,4,PASS,PASS,PASS
16,1,3,23,32,2,21,5,1456,1456,4,PASS,PASS,PASS
16,1,3,23,32,3,20,6,1464,1464,4,PASS,PASS,PASS
16,1,3,24,32,1,23,4,1513,1513,4,PASS,PASS,PASS
16,1,3,24,32,2,22,5,1519,1519,4,PASS,PASS,PASS
16,1,3,24,32,3,21,6,1527,1527,4,PASS,PASS,PASS
16,2,1,4,8,1,3,3,180,180,3,PASS,PASS,PASS
16,2,1,5,8,1,4,3,224,224,4,PASS,PASS,PASS
16,2,1,6,8,1,5,3,268,268,4,PASS,PASS,PASS
16,2,1,7,8,1,6,3,312,312,4,PASS,PASS,PASS
16,2,1,8,8,1,7,3,356,356,4,PASS,PASS,PASS
16,2,1,9,8,1,8,3,400,400,4,PASS,PASS,PASS
16,2,1,10,8,1,9,3,444,444,4,PASS,PASS,PASS
16,2,1,11,8,1,10,3,488,488,4,PASS,PASS,PASS
16,2,1,12,8,1,11,3,532,532,4,PASS,PASS,PASS
16,2,1,13,8,1,12,3,576,576,4,PASS,PASS,PASS
16,2,1,14,8,1,13,3,620,620,4,PASS,PASS,PASS
16,2,1,15,8,1,14,3,664,664,4,PASS,PASS,PASS
16,2,1,16,8,1,15,3,708,708,4,PASS,PASS,PASS
16,2,1,17,8,1,16,3,752,752,4,PASS,PASS,PASS
16,2,1,18,8,1,17,3,796,796,4,PASS,PASS,PASS
16,2,1,19,8,1,18,3,840,840,4,PASS,PASS,PASS
16,2,1,20,8,1,19,3,884,884,4,PASS,PASS,PASS
16,2,1,21,8,1,20,3,928,928,4,PASS,PASS,PASS
16,2,1,22,8,1,21,3,972,972,4,PASS,PASS,PASS
16,2,1,23,8,1,22,3,1016,1016,4,PASS,PASS,PASS
16,2,1,24,8,1,23,3,1060,1060,4,PASS,PASS,PASS
16,2,2,4,8,1,3,4,244,244,3,PASS,PASS,PASS
16,2,2,4,8,2,2,6,260,260,2,PASS,PASS,PASS
16,2,2,5,8,1,4,4,304,304,4,PASS,PASS,PASS
16,2,2,5,8,2,3,6,320,320,3,PASS,PASS,PASS
16,2,2,6,16,1,5,4,364,364,4,PASS,PASS,PASS
16,2,2,6,16,2,4,6,380,380,4,PASS,PASS,PASS
16,2,2,7,16,1,6,4,424,424,4,PASS,PASS,PASS
16,2,2,7,16,2,5,6,440,440,4,PASS,PASS,PASS
16,2,2,8,16,1,7,4,484,484,4,PASS,PASS,PASS
16,2,2,8,16,2,6,6,500,500,4,PASS,PASS,PASS
16,2,2,9,16,1,8,4,544,544,4,PASS,PASS,PASS
16,2,2,9,16,2,7,6,560,560,4,PASS,PASS,PASS
16,2,2,10,16,1,9,4,604,604,4,PASS,PASS,PASS
16,2,2,10,16,2,8,6,620,620,4,PASS,PASS,PASS
16,2,2,11,16,1,10,4,664,664,4,PASS,PASS,PASS
16,2,2,11,16,2,9,6,680,680,4,PASS,PASS,PASS
16,2,2,12,16,1,11,4,724,724,4,PASS,PASS,PASS
16,2,2,12,16,2,10,6,740,740,4,PASS,PASS,PASS
16,2,2,13,16,1,12,4,784,784,4,PASS,PASS,PASS
16,2,2,13,16,2,11,6,800,800,4,PASS,PASS,PASS
16,2,2,14,16,1,13,4,844,844,4,PASS,PASS,PASS
16,2,2,14,16,2,12,6,860,860,4,PASS,PASS,PASS
16,2,2,15,16,1,14,4,904,904,4,PASS,PASS,PASS
16,2,2,15,16,2,13,6,920,920,4,PASS,PASS,PASS
16,2,2,16,16,1,15,4,964,964,4,PASS,PASS,PASS
16,2,2,16,16,2,14,6,980,980,4,PASS,PASS,PASS
16,2,2,17,16,1,16,4,1024,1024,4,PASS,PASS,PASS
16,2,2,17,16,2,15,6,1040,1040,4,PASS,PASS,PASS
16,2,2,18,16,1,17,4,1084,1084,4,PASS,PASS,PASS
16,2,2,18,16,2,16,6,1100,1100,4,PASS,PASS,PASS
16,2,2,19,16,1,18,4,1144,1144,4,PASS,PASS,PASS
16,2,2,19,16,2,17,6,1160,1160,4,PASS,PASS,PASS
16,2,2,20,16,1,19,4,1204,1204,4,PASS,PASS,PASS
16,2,2,20,16,2,18,6,1220,1220,4,PASS,PASS,PASS
16,2,2,21,16,1,20,4,1264,1264,4,PASS,PASS,PASS
16,2,2,21,16,2,19,6,1280,1280,4,PASS,PASS,PASS
16,2,2,22,16,1,21,4,1324,1324,4,PASS,PASS,PASS
16,2,2,22,16,2,20,6,1340,1340,4,PASS,PASS,PASS
16,2,2,23,16,1,22,4,1384,1384,4,PASS,PASS,PASS
16,2,2,23,16,2,21,6,1400,1400,4,PASS,PASS,PASS
16,2,2,24,16,1,23,4,1444,1444,4,PASS,PASS,PASS
16,2,2,24,16,2,22,6,1460,1460,4,PASS,PASS,PASS
16,2,3,4,16,1,3,5,308,308,3,PASS,PASS,PASS
16,2,3,4,16,2,2,7,326,326,2,PASS,PASS,PASS
16,2,3,4,16,3,1,9,352,352,1,PASS,PASS,PASS
16,2,3,5,32,1,4,5,384,384,4,PASS,PASS,PASS
16,2,3,5,32,2,3,7,402,402,3,PASS,PASS,PASS
16,2,3,5,32,3,2,9,428,428,2,PASS,PASS,PASS
16,2,3,6,32,1,5,5,460,460,4,PASS,PASS,PASS
16,2,3,6,32,2,4,7,478,478,4,PASS,PASS,PASS
16,2,3,6,32,3,3,9,504,504,3,PASS,PASS,PASS
16,2,3,7,32,1,6,5,536,536,4,PASS,PASS,PASS
16,2,3,7,32,2,5,7,554,554,4,PASS,PASS,PASS
16,2,3,7,32,3,4,9,580,580,4,PASS,PASS,PASS
16,2,3,8,32,1,7,5,612,612,4,PASS,PASS,PASS
16,2,3,8,32,2,6,7,630,630,4,PASS,PASS,PASS
16,2,3,8,32,3,5,9,656,656,4,PASS,PASS,PASS
16,2,3,9,32,1,8,5,688,688,4,PASS,PASS,PASS
16,2,3,9,32,2,7,7,706,706,4,PASS,PASS,PASS
16,2,3,9,32,3,6,9,732,732,4,PASS,PASS,PASS
16,2,3,10,32,1,9,5,764,764,4,PASS,PASS,PASS
16,2,3,10,32,2,8,7,782,782,4,PASS,PASS,PASS
16,2,3,10,32,3,7,9,808,808,4,PASS,PASS,PASS
16,2,3,11,32,1,10,5,840,840,4,PASS,PASS,PASS
16,2,3,11,32,2,9,7,858,858,4,PASS,PASS,PASS
16,2,3,11,32,3,8,9,884,884,4,PASS,PASS,PASS
16,2,3,12,32,1,11,5,916,916,4,PASS,PASS,PASS
16,2,3,12,32,2,10,7,934,934,4,PASS,PASS,PASS
16,2,3,12,32,3,9,9,960,960,4,PASS,PASS,PASS
16,2,3,13,32,1,12,5,992,992,4,PASS,PASS,PASS
16,2,3,13,32,2,11,7,1010,1010,4,PASS,PASS,PASS
16,2,3,13,32,3,10,9,1036,1036,4,PASS,PASS,PASS
16,2,3,14,32,1,13,5,1068,1068,4,PASS,PASS,PASS
16,2,3,14,32,2,12,7,1086,1086,4,PASS,PASS,PASS
16,2,3,14,32,3,11,9,1112,1112,4,PASS,PASS,PASS
16,2,3,15,32,1,14,5,1144,1144,4,PASS,PASS,PASS
16,2,3,15,32,2,13,7,1162,1162,4,PASS,PASS,PASS
16,2,3,15,32,3,12,9,1188,1188,4,PASS,PASS,PASS
16,2,3,16,32,1,15,5,1220,1220,4,PASS,PASS,PASS
16,2,3,16,32,2,14,7,1238,1238,4,PASS,PASS,PASS
16,2,3,16,32,3,13,9,1264,1264,4,PASS,PASS,PASS
16,2,3,17,32,1,16,5,1296,1296,4,PASS,PASS,PASS
16,2,3,17,32,2,15,7,1314,1314,4,PASS,PASS,PASS
16,2,3,17,32,3,14,9,1340,1340,4,PASS,PASS,PASS
16,2,3,18,32,1,17,5,1372,1372,4,PASS,PASS,PASS
16,2,3,18,32,2,16,7,1390,1390,4,PASS,PASS,PASS
16,2,3,18,32,3,15,9,1416,1416,4,PASS,PASS,PASS
16,2,3,19,32,1,18,5,1448,1448,4,PASS,PASS,PASS
16,2,3,19,32,2,17,7,1466,1466,4,PASS,PASS,PASS
16,2,3,19,32,3,16,9,1492,1492,4,PASS,PASS,PASS
16,2,3,20,32,1,19,5,1524,1524,4,PASS,PASS,PASS
16,2,3,20,32,2,18,7,1542,1542,4,PASS,PASS,PASS
16,2,3,20,32,3,17,9,1568,1568,4,PASS,PASS,PASS
16,2,3,21,32,1,20,5,1600,1600,4,PASS,PASS,PASS
16,2,3,21,32,2,19,7,1618,1618,4,PASS,PASS,PASS
16,2,3,21,32,3,18,9,1644,1644,4,PASS,PASS,PASS
16,2,3,22,32,1,21,5,1676,1676,4,PASS,PASS,PASS
16,2,3,22,32,2,20,7,1694,1694,4,PASS,PASS,PASS
16,2,3,22,32,3,19,9,1720,1720,4,PASS,PASS,PASS
16,2,3,23,32,1,22,5,1752,1752,4,PASS,PASS,PASS
16,2,3,23,32,2,21,7,1770,1770,4,PASS,PASS,PASS
16,2,3,23,32,3,20,9,1796,1796,4,PASS,PASS,PASS
16,2,3,24,32,1,23,5,1828,1828,4,PASS,PASS,PASS
16,2,3,24,32,2,22,7,1846,1846,4,PASS,PASS,PASS
16,2,3,24,32,3,21,9,1872,1872,4,PASS,PASS,PASS
16,3,1,4,8,1,3,4,229,229,3,PASS,PASS,PASS
16,3,1,5,8,1,4,4,284,284,4,PASS,PASS,PASS
16,3,1,6,8,1,5,4,339,339,4,PASS,PASS,PASS
16,3,1,7,8,1,6,4,394,394,4,PASS,PASS,PASS
16,3,1,8,8,1,7,4,449,449,4,PASS,PASS,PASS
16,3,1,9,8,1,8,4,504,504,4,PASS,PASS,PASS
16,3,1,10,8,1,9,4,559,559,4,PASS,PASS,PASS
16,3,1,11,8,1,10,4,614,614,4,PASS,PASS,PASS
16,3,1,12,8,1,11,4,669,669,4,PASS,PASS,PASS
16,3,1,13,8,1,12,4,724,724,4,PASS,PASS,PASS
16,3,1,14,8,1,13,4,779,779,4,PASS,PASS,PASS
16,3,1,15,8,1,14,4,834,834,4,PASS,PASS,PASS
16,3,1,16,8,1,15,4,889,889,4,PASS,PASS,PASS
16,3,1,17,8,1,16,4,944,944,4,PASS,PASS,PASS
16,3,1,18,8,1,17,4,999,999,4,PASS,PASS,PASS
16,3,1,19,8,1,18,4,1054,1054,4,PASS,PASS,PASS
16,3,1,20,8,1,19,4,1109,1109,4,PASS,PASS,PASS
16,3,1,21,8,1,20,4,1164,1164,4,PASS,PASS,PASS
16,3,1,22,8,1,21,4,1219,1219,4,PASS,PASS,PASS
16,3,1,23,8,1,22,4,1274,1274,4,PASS,PASS,PASS
16,3,1,24,8,1,23,4,1329,1329,4,PASS,PASS,PASS
16,3,2,4,8,1,3,5,293,293,3,PASS,PASS,PASS
16,3,2,4,8,2,2,8,326,326,2,PASS,PASS,PASS
16,3,2,5,16,1,4,5,364,364,4,PASS,PASS,PASS
16,3,2,5,16,2,3,8,397,397,3,PASS,PASS,PASS
16,3,2,6,16,1,5,5,435,435,4,PASS,PASS,PASS
16,3,2,6,16,2,4,8,468,468,4,PASS,PASS,PASS
16,3,2,7,16,1,6,5,506,506,4,PASS,PASS,PASS
16,3,2,7,16,2,5,8,539,539,4,PASS,PASS,PASS
16,3,2,8,16,1,7,5,577,577,4,PASS,PASS,PASS
16,3,2,8,16,2,6,8,610,610,4,PASS,PASS,PASS
16,3,2,9,16,1,8,5,648,648,4,PASS,PASS,PASS
16,3,2,9,16,2,7,8,681,681,4,PASS,PASS,PASS
16,3,2,10,32,1,9,5,719,719,4,PASS,PASS,PASS
16,3,2,10,32,2,8,8,752,752,4,PASS,PASS,PASS
16,3,2,11,32,1,10,5,790,790,4,PASS,PASS,PASS
16,3,2,11,32,2,9,8,823,823,4,PASS,PASS,PASS
16,3,2,12,16,1,11,5,861,861,4,PASS,PASS,PASS
16,3,2,12,16,2,10,8,894,894,4,PASS,PASS,PASS
16,3,2,13,32,1,12,5,932,932,4,PASS,PASS,PASS
16,3,2,13,32,2,11,8,965,965,4,PASS,PASS,PASS
16,3,2,14,32,1,13,5,1003,1003,4,PASS,PASS,PASS
16,3,2,14,32,2,12,8,1036,1036,4,PASS,PASS,PASS
16,3,2,15,32,1,14,5,1074,1074,4,PASS,PASS,PASS
16,3,2,15,32,2,13,8,1107,1107,4,PASS,PASS,PASS
16,3,2,16,16,1,15,5,1145,1145,4,PASS,PASS,PASS
16,3,2,16,16,2,14,8,1178,1178,4,PASS,PASS,PASS
16,3,2,17,32,1,16,5,1216,1216,4,PASS,PASS,PASS
16,3,2,17,32,2,15,8,1249,1249,4,PASS,PASS,PASS
16,3,2,18,32,1,17,5,1287,1287,4,PASS,PASS,PASS
16,3,2,18,32,2,16,8,1320,1320,4,PASS,PASS,PASS
16,3,2,19,32,1,18,5,1358,1358,4,PASS,PASS,PASS
16,3,2,19,32,2,17,8,1391,1391,4,PASS,PASS,PASS
16,3,2,20,16,1,19,5,1429,1429,4,PASS,PASS,PASS
16,3,2,20,16,2,18,8,1462,1462,4,PASS,PASS,PASS
16,3,2,21,32,1,20,5,1500,1500,4,PASS,PASS,PASS
16,3,2,21,32,2,19,8,1533,1533,4,PASS,PASS,PASS
16,3,2,22,32,1,21,5,1571,1571,4,PASS,PASS,PASS
16,3,2,22,32,2,20,8,1604,1604,4,PASS,PASS,PASS
16,3,2,23,32,1,22,5,1642,1642,4,PASS,PASS,PASS
16,3,2,23,32,2,21,8,1675,1675,4,PASS,PASS,PASS
16,3,2,24,16,1,23,5,1713,1713,4,PASS,PASS,PASS
16,3,2,24,16,2,22,8,1746,1746,4,PASS,PASS,PASS
16,3,3,4,32,1,3,6,357,357,3,PASS,PASS,PASS
16,3,3,4,32,2,2,9,393,393,2,PASS,PASS,PASS
16,3,3,4,32,3,1,12,447,447,1,PASS,PASS,PASS
16,3,3,5,32,1,4,6,444,444,4,PASS,PASS,PASS
16,3,3,5,32,2,3,9,480,480,3,PASS,PASS,PASS
16,3,3,5,32,3,2,12,534,534,2,PASS,PASS,PASS
16,3,3,6,32,1,5,6,531,531,4,PASS,PASS,PASS
16,3,3,6,32,2,4,9,567,567,4,PASS,PASS,PASS
16,3,3,6,32,3,3,12,621,621,3,PASS,PASS,PASS
16,3,3,7,32,1,6,6,618,618,4,PASS,PASS,PASS
16,3,3,7,32,2,5,9,654,654,4,PASS,PASS,PASS
16,3,3,7,32,3,4,12,708,708,4,PASS,PASS,PASS
16,3,3,8,32,1,7,6,705,705,4,PASS,PASS,PASS
16,3,3,8,32,2,6,9,741,741,4,PASS,PASS,PASS
16,3,3,8,32,3,5,12,795,795,4,PASS,PASS,PASS
16,3,3,9,32,1,8,6,792,792,4,PASS,PASS,PASS
16,3,3,9,32,2,7,9,828,828,4,PASS,PASS,PASS
16,3,3,9,32,3,6,12,882,882,4,PASS,PASS,PASS
16,3,3,10,32,1,9,6,879,879,4,PASS,PASS,PASS
16,3,3,10,32,2,8,9,915,915,4,PASS,PASS,PASS
16,3,3,10,32,3,7,12,969,969,4,PASS,PASS,PASS
16,3,3,11,32,1,10,6,966,966,4,PASS,PASS,PASS
16,3,3,11,32,2,9,9,1002,1002,4,PASS,PASS,PASS
16,3,3,11,32,3,8,12,1056,1056,4,PASS,PASS,PASS
16,3,3,12,32,1,11,6,1053,1053,4,PASS,PASS,PASS
16,3,3,12,32,2,10,9,1089,1089,4,PASS,PASS,PASS
16,3,3,12,32,3,9,12,1143,1143,4,PASS,PASS,PASS
16,3,3,13,32,1,12,6,1140,1140,4,PASS,PASS,PASS
16,3,3,13,32,2,11,9,1176,1176,4,PASS,PASS,PASS
16,3,3,13,32,3,10,12,1230,1230,4,PASS,PASS,PASS
16,3,3,14,32,1,13,6,1227,1227,4,PASS,PASS,PASS
16,3,3,14,32,2,12,9,1263,1263,4,PASS,PASS,PASS
16,3,3,14,32,3,11,12,1317,1317,4,PASS,PASS,PASS
16,3,3,15,32,1,14,6,1314,1314,4,PASS,PASS,PASS
16,3,3,15,32,2,13,9,1350,1350,4,PASS,PASS,PASS
16,3,3,15,32,3,12,12,1404,1404,4,PASS,PASS,PASS
16,3,3,16,32,1,15,6,1401,1401,4,PASS,PASS,PASS
16,3,3,16,32,2,14,9,1437,1437,4,PASS,PASS,PASS
16,3,3,16,32,3,13,12,1491,1491,4,PASS,PASS,PASS
16,3,3,17,32,1,16,6,1488,1488,4,PASS,PASS,PASS
16,3,3,17,32,2,15,9,1524,1524,4,PASS,PASS,PASS
16,3,3,17,32,3,14,12,1578,1578,4,PASS,PASS,PASS
16,3,3,18,32,1,17,6,1575,1575,4,PASS,PASS,PASS
16,3,3,18,32,2,16,9,1611,1611,4,PASS,PASS,PASS
16,3,3,18,32,3,15,12,1665,1665,4,PASS,PASS,PASS
16,3,3,19,32,1,18,6,1662,1662,4,PASS,PASS,PASS
16,3,3,19,32,2,17,9,1698,1698,4,PASS,PASS,PASS
16,3,3,19,32,3,16,12,1752,1752,4,PASS,PASS,PASS
16,3,3,20,32,1,19,6,1749,1749,4,PASS,PASS,PASS
16,3,3,20,32,2,18,9,1785,1785,4,PASS,PASS,PASS
16,3,3,20,32,3,17,12,1839,1839,4,PASS,PASS,PASS
16,3,3,21,32,1,20,6,1836,1836,4,PASS,PASS,PASS
16,3,3,21,32,2,19,9,1872,1872,4,PASS,PASS,PASS
16,3,3,21,32,3,18,12,1926,1926,4,PASS,PASS,PASS
16,3,3,22,32,1,21,6,1923,1923,4,PASS,PASS,PASS
16,3,3,22,32,2,20,9,1959,1959,4,PASS,PASS,PASS
16,3,3,22,32,3,19,12,2013,2013,4,PASS,PASS,PASS
16,3,3,23,32,1,22,6,2010,2010,4,PASS,PASS,PASS
16,3,3,23,32,2,21,9,2046,2046,4,PASS,PASS,PASS
16,3,3,23,32,3,20,12,2100,2100,4,PASS,PASS,PASS
16,3,3,24,32,1,23,6,2097,2097,4,PASS,PASS,PASS
16,3,3,24,32,2,22,9,2133,2133,4,PASS,PASS,PASS
16,3,3,24,32,3,21,12,2187,2187,4,PASS,PASS,PASS
17,1,1,4,8,1,3,2,133,133,3,PASS,PASS,PASS
17,1,1,5,8,1,4,2,166,166,4,PASS,PASS,PASS
17,1,1,6,8,1,5,2,199,199,4,PASS,PASS,PASS
17,1,1,7,8,1,6,2,232,232,4,PASS,PASS,PASS
17,1,1,8,8,1,7,2,265,265,4,PASS,PASS,PASS
17,1,1,9,8,1,8,2,298,298,4,PASS,PASS,PASS
17,1,1,10,8,1,9,2,331,331,4,PASS,PASS,PASS
17,1,1,11,8,1,10,2,364,364,4,PASS,PASS,PASS
17,1,1,12,8,1,11,2,397,397,4,PASS,PASS,PASS
17,1,1,13,8,1,12,2,430,430,4,PASS,PASS,PASS
17,1,1,14,8,1,13,2,463,463,4,PASS,PASS,PASS
17,1,1,15,8,1,14,2,496,496,4,PASS,PASS,PASS
17,1,1,16,8,1,15,2,529,529,4,PASS,PASS,PASS
17,1,1,17,8,1,16,2,562,562,4,PASS,PASS,PASS
17,1,1,18,8,1,17,2,595,595,4,PASS,PASS,PASS
17,1,1,19,8,1,18,2,628,628,4,PASS,PASS,PASS
17,1,1,20,8,1,19,2,661,661,4,PASS,PASS,PASS
17,1,1,21,8,1,20,2,694,694,4,PASS,PASS,PASS
17,1,1,22,8,1,21,2,727,727,4,PASS,PASS,PASS
17,1,1,23,8,1,22,2,760,760,4,PASS,PASS,PASS
17,1,1,24,8,1,23,2,793,793,4,PASS,PASS,PASS
17,1,2,4,8,1,3,3,201,201,3,PASS,PASS,PASS
17,1,2,4,8,2,2,4,206,206,2,PASS,PASS,PASS
17,1,2,5,8,1,4,3,251,251,4,PASS,PASS,PASS
17,1,2,5,8,2,3,4,256,256,3,PASS,PASS,PASS
17,1,2,6,8,1,5,3,301,301,4,PASS,PASS,PASS
17,1,2,6,8,2,4,4,306,306,4,PASS,PASS,PASS
17,1,2,7,8,1,6,3,351,351,4,PASS,PASS,PASS
17,1,2,7,8,2,5,4,356,356,4,PASS,PASS,PASS
17,1,2,8,8,1,7,3,401,401,4,PASS,PASS,PASS
17,1,2,8,8,2,6,4,406,406,4,PASS,PASS,PASS
17,1,2,9,8,1,8,3,451,451,4,PASS,PASS,PASS
17,1,2,9,8,2,7,4,456,456,4,PASS,PASS,PASS
17,1,2,10,8,1,9,3,501,501,4,PASS,PASS,PASS
17,1,2,10,8,2,8,4,506,506,4,PASS,PASS,PASS
17,1,2,11,8,1,10,3,551,551,4,PASS,PASS,PASS
17,1,2,11,8,2,9,4,556,556,4,PASS,PASS,PASS
17,1,2,12,8,1,11,3,601,601,4,PASS,PASS,PASS
17,1,2,12,8,2,10,4,606,606,4,PASS,PASS,PASS
17,1,2,13,8,1,12,3,651,651,4,PASS,PASS,PASS
17,1,2,13,8,2,11,4,656,656,4,PASS,PASS,PASS
17,1,2,14,8,1,13,3,701,701,4,PASS,PASS,PASS
17,1,2,14,8,2,12,4,706,706,4,PASS,PASS,PASS
17,1,2,15,8,1,14,3,751,751,4,PASS,PASS,PASS
17,1,2,15,8,2,13,4,756,756,4,PASS,PASS,PASS
17,1,2,16,16,1,15,3,801,801,4,PASS,PASS,PASS
17,1,2,16,16,2,14,4,806,806,4,PASS,PASS,PASS
17,1,2,17,16,1,16,3,851,851,4,PASS,PASS,PASS
17,1,2,17,16,2,15,4,856,856,4,PASS,PASS,PASS
17,1,2,18,16,1,17,3,901,901,4,PASS,PASS,PASS
17,1,2,18,16,2,16,4,906,906,4,PASS,PASS,PASS
17,1,2,19,16,1,18,3,951,951,4,PASS,PASS,PASS
17,1,2,19,16,2,17,4,956,956,4,PASS,PASS,PASS
17,1,2,20,16,1,19,3,1001,1001,4,PASS,PASS,PASS
17,1,2,20,16,2,18,4,1006,1006,4,PASS,PASS,PASS
17,1,2,21,16,1,20,3,1051,1051,4,PASS,PASS,PASS
17,1,2,21,16,2,19,4,1056,1056,4,PASS,PASS,PASS
17,1,2,22,16,1,21,3,1101,1101,4,PASS,PASS,PASS
17,1,2,22,16,2,20,4,1106,1106,4,PASS,PASS,PASS
17,1,2,23,16,1,22,3,1151,1151,4,PASS,PASS,PASS
17,1,2,23,16,2,21,4,1156,1156,4,PASS,PASS,PASS
17,1,2,24,16,1,23,3,1201,1201,4,PASS,PASS,PASS
17,1,2,24,16,2,22,4,1206,1206,4,PASS,PASS,PASS
17,1,3,4,16,1,3,4,269,269,3,PASS,PASS,PASS
17,1,3,4,16,2,2,5,275,275,2,PASS,PASS,PASS
17,1,3,4,16,3,1,6,283,283,1,PASS,PASS,PASS
17,1,3,5,16,1,4,4,336,336,4,PASS,PASS,PASS
17,1,3,5,16,2,3,5,342,342,3,PASS,PASS,PASS
17,1,3,5,16,3,2,6,350,350,2,PASS,PASS,PASS
17,1,3,6,16,1,5,4,403,403,4,PASS,PASS,PASS
17,1,3,6,16,2,4,5,409,409,4,PASS,PASS,PASS
17,1,3,6,16,3,3,6,417,417,3,PASS,PASS,PASS
17,1,3,7,16,1,6,4,470,470,4,PASS,PASS,PASS
17,1,3,7,16,2,5,5,476,476,4,PASS,PASS,PASS
17,1,3,7,16,3,4,6,484,484,4,PASS,PASS,PASS
17,1,3,8,32,1,7,4,537,537,4,PASS,PASS,PASS
17,1,3,8,32,2,6,5,543,543,4,PASS,PASS,PASS
17,1,3,8,32,3,5,6,551,551,4,PASS,PASS,PASS
17,1,3,9,32,1,8,4,604,604,4,PASS,PASS,PASS
17,1,3,9,32,2,7,5,610,610,4,PASS,PASS,PASS
17,1,3,9,32,3,6,6,618,618,4,PASS,PASS,PASS
17,1,3,10,32,1,9,4,671,671,4,PASS,PASS,PASS
17,1,3,10,32,2,8,5,677,677,4,PASS,PASS,PASS
17,1,3,10,32,3,7,6,685,685,4,PASS,PASS,PASS
17,1,3,11,32,1,10,4,738,738,4,PASS,PASS,PASS
17,1,3,11,32,2,9,5,744,744,4,PASS,PASS,PASS
