n,m,s,r,w,z,u_S,pred_u_S,u_Finv,pred_u_Finv,measured,C1,delta,count_status,roundtrip
10,1,3,24,16,1,852,852,131,131,983,983,0,MATCH,PASS
10,1,3,24,16,2,852,852,157,157,1009,1009,0,MATCH,PASS
10,1,3,24,16,3,852,852,183,183,1035,1035,0,MATCH,PASS
10,2,1,4,8,1,93,93,39,39,132,132,0,MATCH,PASS
10,2,1,5,8,1,117,117,49,49,166,166,0,MATCH,PASS
10,2,1,6,8,1,141,141,59,59,200,200,0,MATCH,PASS
10,2,1,7,8,1,165,165,69,69,234,234,0,MATCH,PASS
10,2,1,8,8,1,189,189,79,79,268,268,0,MATCH,PASS
10,2,1,9,8,1,213,213,89,89,302,302,0,MATCH,PASS
10,2,1,10,8,1,237,237,99,99,336,336,0,MATCH,PASS
10,2,1,11,8,1,261,261,109,109,370,370,0,MATCH,PASS
10,2,1,12,8,1,285,285,119,119,404,404,0,MATCH,PASS
10,2,1,13,8,1,309,309,129,129,438,438,0,MATCH,PASS
10,2,1,14,8,1,333,333,139,139,472,472,0,MATCH,PASS
10,2,1,15,8,1,357,357,149,149,506,506,0,MATCH,PASS
10,2,1,16,8,1,381,381,159,159,540,540,0,MATCH,PASS
10,2,1,17,8,1,405,405,169,169,574,574,0,MATCH,PASS
10,2,1,18,8,1,429,429,179,179,608,608,0,MATCH,PASS
10,2,1,19,8,1,453,453,189,189,642,642,0,MATCH,PASS
10,2,1,20,8,1,477,477,199,199,676,676,0,MATCH,PASS
10,2,1,21,8,1,501,501,209,209,710,710,0,MATCH,PASS
10,2,1,22,8,1,525,525,219,219,744,744,0,MATCH,PASS
10,2,1,23,8,1,549,549,229,229,778,778,0,MATCH,PASS
10,2,1,24,8,1,573,573,239,239,812,812,0,MATCH,PASS
10,2,2,4,8,1,120,120,52,52,172,172,0,MATCH,PASS
10,2,2,4,8,2,120,120,68,68,188,188,0,MATCH,PASS
10,2,2,5,8,1,152,152,64,64,216,216,0,MATCH,PASS
10,2,2,5,8,2,152,152,84,84,236,236,0,MATCH,PASS
10,2,2,6,8,1,184,184,76,76,260,260,0,MATCH,PASS
10,2,2,6,8,2,184,184,100,100,284,284,0,MATCH,PASS
10,2,2,7,8,1,216,216,88,88,304,304,0,MATCH,PASS
10,2,2,7,8,2,216,216,116,116,332,332,0,MATCH,PASS
10,2,2,8,8,1,248,248,100,100,348,348,0,MATCH,PASS
10,2,2,8,8,2,248,248,132,132,380,380,0,MATCH,PASS
10,2,2,9,8,1,280,280,111,112,391,392,-1,UNDER,PASS
10,2,2,9,8,2,280,280,142,148,422,428,-6,UNDER,PASS
10,2,2,10,8,1,312,312,124,124,436,436,0,MATCH,PASS
10,2,2,10,8,2,312,312,164,164,476,476,0,MATCH,PASS
10,2,2,11,8,1,344,344,136,136,480,480,0,MATCH,PASS
10,2,2,11,8,2,344,344,180,180,524,524,0,MATCH,PASS
10,2,2,12,8,1,376,376,147,148,523,524,-1,UNDER,PASS
10,2,2,12,8,2,376,376,190,196,566,572,-6,UNDER,PASS
10,2,2,13,8,1,408,408,160,160,568,568,0,MATCH,PASS
10,2,2,13,8,2,408,408,212,212,620,620,0,MATCH,PASS
10,2,2,14,8,1,440,440,171,172,611,612,-1,UNDER,PASS
10,2,2,14,8,2,440,440,222,228,662,668,-6,UNDER,PASS
10,2,2,15,8,1,472,472,183,184,655,656,-1,UNDER,PASS
10,2,2,15,8,2,472,472,238,244,710,716,-6,UNDER,PASS
10,2,2,16,8,1,504,504,196,196,700,700,0,MATCH,PASS
10,2,2,16,8,2,504,504,260,260,764,764,0,MATCH,PASS
10,2,2,17,8,1,536,536,208,208,744,744,0,MATCH,PASS
10,2,2,17,8,2,536,536,276,276,812,812,0,MATCH,PASS
10,2,2,18,16,1,568,568,220,220,788,788,0,MATCH,PASS
10,2,2,18,16,2,568,568,292,292,860,860,0,MATCH,PASS
10,2,2,19,16,1,600,600,232,232,832,832,0,MATCH,PASS
10,2,2,19,16,2,600,600,308,308,908,908,0,MATCH,PASS
10,2,2,20,16,1,632,632,244,244,876,876,0,MATCH,PASS
10,2,2,20,16,2,632,632,324,324,956,956,0,MATCH,PASS
10,2,2,21,16,1,664,664,256,256,920,920,0,MATCH,PASS
10,2,2,21,16,2,664,664,340,340,1004,1004,0,MATCH,PASS
10,2,2,22,16,1,696,696,268,268,964,964,0,MATCH,PASS
10,2,2,22,16,2,696,696,356,356,1052,1052,0,MATCH,PASS
10,2,2,23,16,1,728,728,280,280,1008,1008,0,MATCH,PASS
10,2,2,23,16,2,728,728,372,372,1100,1100,0,MATCH,PASS
10,2,2,24,16,1,760,760,292,292,1052,1052,0,MATCH,PASS
10,2,2,24,16,2,760,760,388,388,1148,1148,0,MATCH,PASS
10,2,3,4,16,1,145,145,67,67,212,212,0,MATCH,PASS
10,2,3,4,16,2,145,145,85,85,230,230,0,MATCH,PASS
10,2,3,4,16,3,145,145,103,103,248,248,0,MATCH,PASS
10,2,3,5,16,1,185,185,81,81,266,266,0,MATCH,PASS
10,2,3,5,16,2,185,185,103,103,288,288,0,MATCH,PASS
10,2,3,5,16,3,185,185,125,125,310,310,0,MATCH,PASS
10,2,3,6,16,1,225,225,95,95,320,320,0,MATCH,PASS
10,2,3,6,16,2,225,225,121,121,346,346,0,MATCH,PASS
10,2,3,6,16,3,225,225,147,147,372,372,0,MATCH,PASS
10,2,3,7,16,1,265,265,109,109,374,374,0,MATCH,PASS
10,2,3,7,16,2,265,265,139,139,404,404,0,MATCH,PASS
10,2,3,7,16,3,265,265,169,169,434,434,0,MATCH,PASS
10,2,3,8,16,1,305,305,123,123,428,428,0,MATCH,PASS
10,2,3,8,16,2,305,305,157,157,462,462,0,MATCH,PASS
10,2,3,8,16,3,305,305,191,191,496,496,0,MATCH,PASS
10,2,3,9,32,1,345,345,137,137,482,482,0,MATCH,PASS
10,2,3,9,32,2,345,345,175,175,520,520,0,MATCH,PASS
10,2,3,9,32,3,345,345,213,213,558,558,0,MATCH,PASS
10,2,3,10,32,1,385,385,151,151,536,536,0,MATCH,PASS
10,2,3,10,32,2,385,385,193,193,578,578,0,MATCH,PASS
10,2,3,10,32,3,385,385,235,235,620,620,0,MATCH,PASS
10,2,3,11,32,1,425,425,165,165,590,590,0,MATCH,PASS
10,2,3,11,32,2,425,425,211,211,636,636,0,MATCH,PASS
10,2,3,11,32,3,425,425,257,257,682,682,0,MATCH,PASS
10,2,3,12,16,1,465,465,179,179,644,644,0,MATCH,PASS
10,2,3,12,16,2,465,465,229,229,694,694,0,MATCH,PASS
10,2,3,12,16,3,465,465,279,279,744,744,0,MATCH,PASS
10,2,3,13,32,1,505,505,193,193,698,698,0,MATCH,PASS
10,2,3,13,32,2,505,505,247,247,752,752,0,MATCH,PASS
10,2,3,13,32,3,505,505,301,301,806,806,0,MATCH,PASS
10,2,3,14,32,1,545,545,207,207,752,752,0,MATCH,PASS
10,2,3,14,32,2,545,545,265,265,810,810,0,MATCH,PASS
10,2,3,14,32,3,545,545,323,323,868,868,0,MATCH,PASS
10,2,3,15,32,1,585,585,221,221,806,806,0,MATCH,PASS
10,2,3,15,32,2,585,585,283,283,868,868,0,MATCH,PASS
10,2,3,15,32,3,585,585,345,345,930,930,0,MATCH,PASS
10,2,3,16,32,1,625,625,235,235,860,860,0,MATCH,PASS
10,2,3,16,32,2,625,625,301,301,926,926,0,MATCH,PASS
10,2,3,16,32,3,625,625,367,367,992,992,0,MATCH,PASS
10,2,3,17,32,1,665,665,249,249,914,914,0,MATCH,PASS
10,2,3,17,32,2,665,665,319,319,984,984,0,MATCH,PASS
10,2,3,17,32,3,665,665,389,389,1054,1054,0,MATCH,PASS
10,2,3,18,32,1,705,705,263,263,968,968,0,MATCH,PASS
10,2,3,18,32,2,705,705,337,337,1042,1042,0,MATCH,PASS
10,2,3,18,32,3,705,705,411,411,1116,1116,0,MATCH,PASS
10,2,3,19,32,1,745,745,277,277,1022,1022,0,MATCH,PASS
10,2,3,19,32,2,745,745,355,355,1100,1100,0,MATCH,PASS
10,2,3,19,32,3,745,745,433,433,1178,1178,0,MATCH,PASS
10,2,3,20,32,1,785,785,291,291,1076,1076,0,MATCH,PASS
10,2,3,20,32,2,785,785,373,373,1158,1158,0,MATCH,PASS
10,2,3,20,32,3,785,785,455,455,1240,1240,0,MATCH,PASS
10,2,3,21,32,1,825,825,305,305,1130,1130,0,MATCH,PASS
10,2,3,21,32,2,825,825,391,391,1216,1216,0,MATCH,PASS
10,2,3,21,32,3,825,825,477,477,1302,1302,0,MATCH,PASS
10,2,3,22,32,1,865,865,319,319,1184,1184,0,MATCH,PASS
10,2,3,22,32,2,865,865,409,409,1274,1274,0,MATCH,PASS
10,2,3,22,32,3,865,865,499,499,1364,1364,0,MATCH,PASS
10,2,3,23,32,1,905,905,333,333,1238,1238,0,MATCH,PASS
10,2,3,23,32,2,905,905,427,427,1332,1332,0,MATCH,PASS
10,2,3,23,32,3,905,905,521,521,1426,1426,0,MATCH,PASS
10,2,3,24,32,1,945,945,347,347,1292,1292,0,MATCH,PASS
10,2,3,24,32,2,945,945,445,445,1390,1390,0,MATCH,PASS
10,2,3,24,32,3,945,945,543,543,1488,1488,0,MATCH,PASS
10,3,1,4,8,1,108,108,79,79,187,187,0,MATCH,PASS
10,3,1,5,8,1,136,136,100,100,236,236,0,MATCH,PASS
10,3,1,6,8,1,164,164,121,121,285,285,0,MATCH,PASS
10,3,1,7,8,1,192,192,142,142,334,334,0,MATCH,PASS
10,3,1,8,8,1,220,220,163,163,383,383,0,MATCH,PASS
10,3,1,9,8,1,248,248,184,184,432,432,0,MATCH,PASS
10,3,1,10,8,1,276,276,205,205,481,481,0,MATCH,PASS
10,3,1,11,8,1,304,304,226,226,530,530,0,MATCH,PASS
10,3,1,12,8,1,332,332,247,247,579,579,0,MATCH,PASS
10,3,1,13,8,1,360,360,268,268,628,628,0,MATCH,PASS
10,3,1,14,8,1,388,388,289,289,677,677,0,MATCH,PASS
10,3,1,15,8,1,416,416,310,310,726,726,0,MATCH,PASS
10,3,1,16,8,1,444,444,331,331,775,775,0,MATCH,PASS
10,3,1,17,8,1,472,472,352,352,824,824,0,MATCH,PASS
10,3,1,18,8,1,500,500,373,373,873,873,0,MATCH,PASS
10,3,1,19,8,1,528,528,394,394,922,922,0,MATCH,PASS
10,3,1,20,8,1,556,556,415,415,971,971,0,MATCH,PASS
10,3,1,21,8,1,584,584,436,436,1020,1020,0,MATCH,PASS
10,3,1,22,8,1,612,612,457,457,1069,1069,0,MATCH,PASS
10,3,1,23,8,1,640,640,478,478,1118,1118,0,MATCH,PASS
10,3,1,24,8,1,668,668,499,499,1167,1167,0,MATCH,PASS
10,3,2,4,8,1,130,130,97,97,227,227,0,MATCH,PASS
10,3,2,4,8,2,130,130,130,130,260,260,0,MATCH,PASS
10,3,2,5,8,1,165,165,121,121,286,286,0,MATCH,PASS
10,3,2,5,8,2,165,165,163,163,328,328,0,MATCH,PASS
10,3,2,6,8,1,200,200,144,145,344,345,-1,UNDER,PASS
10,3,2,6,8,2,200,200,196,196,396,396,0,MATCH,PASS
10,3,2,7,8,1,235,235,168,169,403,404,-1,UNDER,PASS
10,3,2,7,8,2,235,235,229,229,464,464,0,MATCH,PASS
10,3,2,8,8,1,270,270,192,193,462,463,-1,UNDER,PASS
10,3,2,8,8,2,270,270,262,262,532,532,0,MATCH,PASS
10,3,2,9,8,1,305,305,216,217,521,522,-1,UNDER,PASS
10,3,2,9,8,2,305,305,295,295,600,600,0,MATCH,PASS
10,3,2,10,8,1,340,340,240,241,580,581,-1,UNDER,PASS
10,3,2,10,8,2,340,340,328,328,668,668,0,MATCH,PASS
10,3,2,11,8,1,375,375,264,265,639,640,-1,UNDER,PASS
10,3,2,11,8,2,375,375,361,361,736,736,0,MATCH,PASS
10,3,2,12,8,1,410,410,288,289,698,699,-1,UNDER,PASS
10,3,2,12,8,2,410,410,394,394,804,804,0,MATCH,PASS
10,3,2,13,8,1,445,445,312,313,757,758,-1,UNDER,PASS
10,3,2,13,8,2,445,445,427,427,872,872,0,MATCH,PASS
10,3,2,14,8,1,480,480,336,337,816,817,-1,UNDER,PASS
10,3,2,14,8,2,480,480,460,460,940,940,0,MATCH,PASS
10,3,2,15,8,1,515,515,360,361,875,876,-1,UNDER,PASS
10,3,2,15,8,2,515,515,493,493,1008,1008,0,MATCH,PASS
10,3,2,16,8,1,550,550,384,385,934,935,-1,UNDER,PASS
10,3,2,16,8,2,550,550,526,526,1076,1076,0,MATCH,PASS
10,3,2,17,8,1,585,585,408,409,993,994,-1,UNDER,PASS
10,3,2,17,8,2,585,585,559,559,1144,1144,0,MATCH,PASS
10,3,2,18,8,1,620,620,432,433,1052,1053,-1,UNDER,PASS
10,3,2,18,8,2,620,620,592,592,1212,1212,0,MATCH,PASS
10,3,2,19,8,1,655,655,456,457,1111,1112,-1,UNDER,PASS
10,3,2,19,8,2,655,655,625,625,1280,1280,0,MATCH,PASS
10,3,2,20,16,1,690,690,481,481,1171,1171,0,MATCH,PASS
10,3,2,20,16,2,690,690,658,658,1348,1348,0,MATCH,PASS
10,3,2,21,16,1,725,725,505,505,1230,1230,0,MATCH,PASS
10,3,2,21,16,2,725,725,691,691,1416,1416,0,MATCH,PASS
10,3,2,22,16,1,760,760,529,529,1289,1289,0,MATCH,PASS
10,3,2,22,16,2,760,760,724,724,1484,1484,0,MATCH,PASS
10,3,2,23,16,1,795,795,553,553,1348,1348,0,MATCH,PASS
10,3,2,23,16,2,795,795,757,757,1552,1552,0,MATCH,PASS
10,3,2,24,16,1,830,830,577,577,1407,1407,0,MATCH,PASS
10,3,2,24,16,2,830,830,790,790,1620,1620,0,MATCH,PASS
10,3,3,4,16,1,150,150,117,117,267,267,0,MATCH,PASS
10,3,3,4,16,2,150,150,153,153,303,303,0,MATCH,PASS
10,3,3,4,16,3,150,150,189,189,339,339,0,MATCH,PASS
10,3,3,5,16,1,192,192,144,144,336,336,0,MATCH,PASS
10,3,3,5,16,2,192,192,189,189,381,381,0,MATCH,PASS
10,3,3,5,16,3,192,192,234,234,426,426,0,MATCH,PASS
10,3,3,6,16,1,234,234,171,171,405,405,0,MATCH,PASS
10,3,3,6,16,2,234,234,225,225,459,459,0,MATCH,PASS
10,3,3,6,16,3,234,234,279,279,513,513,0,MATCH,PASS
10,3,3,7,32,1,276,276,198,198,474,474,0,MATCH,PASS
10,3,3,7,32,2,276,276,261,261,537,537,0,MATCH,PASS
10,3,3,7,32,3,276,276,324,324,600,600,0,MATCH,PASS
10,3,3,8,16,1,318,318,225,225,543,543,0,MATCH,PASS
10,3,3,8,16,2,318,318,297,297,615,615,0,MATCH,PASS
10,3,3,8,16,3,318,318,369,369,687,687,0,MATCH,PASS
10,3,3,9,32,1,360,360,252,252,612,612,0,MATCH,PASS
10,3,3,9,32,2,360,360,333,333,693,693,0,MATCH,PASS
10,3,3,9,32,3,360,360,414,414,774,774,0,MATCH,PASS
10,3,3,10,32,1,402,402,279,279,681,681,0,MATCH,PASS
10,3,3,10,32,2,402,402,369,369,771,771,0,MATCH,PASS
10,3,3,10,32,3,402,402,459,459,861,861,0,MATCH,PASS
10,3,3,11,32,1,444,444,306,306,750,750,0,MATCH,PASS
10,3,3,11,32,2,444,444,405,405,849,849,0,MATCH,PASS
10,3,3,11,32,3,444,444,504,504,948,948,0,MATCH,PASS
10,3,3,12,32,1,486,486,333,333,819,819,0,MATCH,PASS
10,3,3,12,32,2,486,486,441,441,927,927,0,MATCH,PASS
10,3,3,12,32,3,486,486,549,549,1035,1035,0,MATCH,PASS
10,3,3,13,32,1,528,528,360,360,888,888,0,MATCH,PASS
10,3,3,13,32,2,528,528,477,477,1005,1005,0,MATCH,PASS
10,3,3,13,32,3,528,528,594,594,1122,1122,0,MATCH,PASS
10,3,3,14,32,1,570,570,387,387,957,957,0,MATCH,PASS
10,3,3,14,32,2,570,570,513,513,1083,1083,0,MATCH,PASS
10,3,3,14,32,3,570,570,639,639,1209,1209,0,MATCH,PASS
10,3,3,15,32,1,612,612,414,414,1026,1026,0,MATCH,PASS
10,3,3,15,32,2,612,612,549,549,1161,1161,0,MATCH,PASS
10,3,3,15,32,3,612,612,684,684,1296,1296,0,MATCH,PASS
10,3,3,16,32,1,654,654,441,441,1095,1095,0,MATCH,PASS
10,3,3,16,32,2,654,654,585,585,1239,1239,0,MATCH,PASS
10,3,3,16,32,3,654,654,729,729,1383,1383,0,MATCH,PASS
10,3,3,17,32,1,696,696,468,468,1164,1164,0,MATCH,PASS
10,3,3,17,32,2,696,696,621,621,1317,1317,0,MATCH,PASS
10,3,3,17,32,3,696,696,774,774,1470,1470,0,MATCH,PASS
10,3,3,18,32,1,738,738,495,495,1233,1233,0,MATCH,PASS
10,3,3,18,32,2,738,738,657,657,1395,1395,0,MATCH,PASS
10,3,3,18,32,3,738,738,819,819,1557,1557,0,MATCH,PASS
10,3,3,19,32,1,780,780,522,522,1302,1302,0,MATCH,PASS
10,3,3,19,32,2,780,780,693,693,1473,1473,0,MATCH,PASS
10,3,3,19,32,3,780,780,864,864,1644,1644,0,MATCH,PASS
10,3,3,20,32,1,822,822,549,549,1371,1371,0,MATCH,PASS
10,3,3,20,32,2,822,822,729,729,1551,1551,0,MATCH,PASS
10,3,3,20,32,3,822,822,909,909,1731,1731,0,MATCH,PASS
10,3,3,21,32,1,864,864,576,576,1440,1440,0,MATCH,PASS
10,3,3,21,32,2,864,864,765,765,1629,1629,0,MATCH,PASS
10,3,3,21,32,3,864,864,954,954,1818,1818,0,MATCH,PASS
10,3,3,22,32,1,906,906,603,603,1509,1509,0,MATCH,PASS
10,3,3,22,32,2,906,906,801,801,1707,1707,0,MATCH,PASS
10,3,3,22,32,3,906,906,999,999,1905,1905,0,MATCH,PASS
10,3,3,23,32,1,948,948,630,630,1578,1578,0,MATCH,PASS
10,3,3,23,32,2,948,948,837,837,1785,1785,0,MATCH,PASS
10,3,3,23,32,3,948,948,1044,1044,1992,1992,0,MATCH,PASS
10,3,3,24,32,1,990,990,657,657,1647,1647,0,MATCH,PASS
10,3,3,24,32,2,990,990,873,873,1863,1863,0,MATCH,PASS
10,3,3,24,32,3,990,990,1089,1089,2079,2079,0,MATCH,PASS
11,1,1,4,8,1,78,78,13,13,91,91,0,MATCH,PASS
11,1,1,5,8,1,98,98,16,16,114,114,0,MATCH,PASS
11,1,1,6,8,1,118,118,19,19,137,137,0,MATCH,PASS
11,1,1,7,8,1,138,138,22,22,160,160,0,MATCH,PASS
11,1,1,8,8,1,158,158,25,25,183,183,0,MATCH,PASS
11,1,1,9,8,1,178,178,28,28,206,206,0,MATCH,PASS
11,1,1,10,8,1,198,198,31,31,229,229,0,MATCH,PASS
11,1,1,11,8,1,218,218,34,34,252,252,0,MATCH,PASS
11,1,1,12,8,1,238,238,37,37,275,275,0,MATCH,PASS
11,1,1,13,8,1,258,258,40,40,298,298,0,MATCH,PASS
11,1,1,14,8,1,278,278,43,43,321,321,0,MATCH,PASS
11,1,1,15,8,1,298,298,46,46,344,344,0,MATCH,PASS
11,1,1,16,8,1,318,318,49,49,367,367,0,MATCH,PASS
11,1,1,17,8,1,338,338,52,52,390,390,0,MATCH,PASS
11,1,1,18,8,1,358,358,55,55,413,413,0,MATCH,PASS
11,1,1,19,8,1,378,378,58,58,436,436,0,MATCH,PASS
11,1,1,20,8,1,398,398,61,61,459,459,0,MATCH,PASS
11,1,1,21,8,1,418,418,64,64,482,482,0,MATCH,PASS
11,1,1,22,8,1,438,438,67,67,505,505,0,MATCH,PASS
11,1,1,23,8,1,458,458,70,70,528,528,0,MATCH,PASS
11,1,1,24,8,1,478,478,73,73,551,551,0,MATCH,PASS
11,1,2,4,8,1,114,114,21,21,135,135,0,MATCH,PASS
11,1,2,4,8,2,114,114,26,26,140,140,0,MATCH,PASS
11,1,2,5,8,1,144,144,25,25,169,169,0,MATCH,PASS
11,1,2,5,8,2,144,144,31,31,175,175,0,MATCH,PASS
11,1,2,6,8,1,174,174,29,29,203,203,0,MATCH,PASS
11,1,2,6,8,2,174,174,36,36,210,210,0,MATCH,PASS
11,1,2,7,8,1,204,204,33,33,237,237,0,MATCH,PASS
11,1,2,7,8,2,204,204,41,41,245,245,0,MATCH,PASS
11,1,2,8,8,1,234,234,37,37,271,271,0,MATCH,PASS
11,1,2,8,8,2,234,234,46,46,280,280,0,MATCH,PASS
11,1,2,9,8,1,264,264,41,41,305,305,0,MATCH,PASS
11,1,2,9,8,2,264,264,51,51,315,315,0,MATCH,PASS
11,1,2,10,8,1,294,294,45,45,339,339,0,MATCH,PASS
11,1,2,10,8,2,294,294,56,56,350,350,0,MATCH,PASS
11,1,2,11,8,1,324,324,49,49,373,373,0,MATCH,PASS
11,1,2,11,8,2,324,324,61,61,385,385,0,MATCH,PASS
11,1,2,12,8,1,354,354,53,53,407,407,0,MATCH,PASS
11,1,2,12,8,2,354,354,66,66,420,420,0,MATCH,PASS
11,1,2,13,16,1,384,384,57,57,441,441,0,MATCH,PASS
11,1,2,13,16,2,384,384,71,71,455,455,0,MATCH,PASS
11,1,2,14,16,1,414,414,61,61,475,475,0,MATCH,PASS
11,1,2,14,16,2,414,414,76,76,490,490,0,MATCH,PASS
11,1,2,15,16,1,444,444,65,65,509,509,0,MATCH,PASS
11,1,2,15,16,2,444,444,81,81,525,525,0,MATCH,PASS
11,1,2,16,16,1,474,474,69,69,543,543,0,MATCH,PASS
11,1,2,16,16,2,474,474,86,86,560,560,0,MATCH,PASS
11,1,2,17,16,1,504,504,73,73,577,577,0,MATCH,PASS
11,1,2,17,16,2,504,504,91,91,595,595,0,MATCH,PASS
11,1,2,18,16,1,534,534,77,77,611,611,0,MATCH,PASS
11,1,2,18,16,2,534,534,96,96,630,630,0,MATCH,PASS
11,1,2,19,16,1,564,564,81,81,645,645,0,MATCH,PASS
11,1,2,19,16,2,564,564,101,101,665,665,0,MATCH,PASS
11,1,2,20,16,1,594,594,85,85,679,679,0,MATCH,PASS
11,1,2,20,16,2,594,594,106,106,700,700,0,MATCH,PASS
11,1,2,21,16,1,624,624,89,89,713,713,0,MATCH,PASS
11,1,2,21,16,2,624,624,111,111,735,735,0,MATCH,PASS
11,1,2,22,16,1,654,654,93,93,747,747,0,MATCH,PASS
11,1,2,22,16,2,654,654,116,116,770,770,0,MATCH,PASS
11,1,2,23,16,1,684,684,97,97,781,781,0,MATCH,PASS
11,1,2,23,16,2,684,684,121,121,805,805,0,MATCH,PASS
11,1,2,24,16,1,714,714,101,101,815,815,0,MATCH,PASS
11,1,2,24,16,2,714,714,126,126,840,840,0,MATCH,PASS
11,1,3,4,16,1,148,148,31,31,179,179,0,MATCH,PASS
11,1,3,4,16,2,148,148,37,37,185,185,0,MATCH,PASS
11,1,3,4,16,3,148,148,43,43,191,191,0,MATCH,PASS
11,1,3,5,16,1,188,188,36,36,224,224,0,MATCH,PASS
11,1,3,5,16,2,188,188,43,43,231,231,0,MATCH,PASS
11,1,3,5,16,3,188,188,50,50,238,238,0,MATCH,PASS
11,1,3,6,16,1,228,228,41,41,269,269,0,MATCH,PASS
11,1,3,6,16,2,228,228,49,49,277,277,0,MATCH,PASS
11,1,3,6,16,3,228,228,57,57,285,285,0,MATCH,PASS
11,1,3,7,16,1,268,268,46,46,314,314,0,MATCH,PASS
11,1,3,7,16,2,268,268,55,55,323,323,0,MATCH,PASS
11,1,3,7,16,3,268,268,64,64,332,332,0,MATCH,PASS
11,1,3,8,16,1,308,308,51,51,359,359,0,MATCH,PASS
11,1,3,8,16,2,308,308,61,61,369,369,0,MATCH,PASS
11,1,3,8,16,3,308,308,71,71,379,379,0,MATCH,PASS
11,1,3,9,16,1,348,348,56,56,404,404,0,MATCH,PASS
11,1,3,9,16,2,348,348,67,67,415,415,0,MATCH,PASS
11,1,3,9,16,3,348,348,78,78,426,426,0,MATCH,PASS
11,1,3,10,16,1,388,388,61,61,449,449,0,MATCH,PASS
11,1,3,10,16,2,388,388,73,73,461,461,0,MATCH,PASS
11,1,3,10,16,3,388,388,85,85,473,473,0,MATCH,PASS
11,1,3,11,16,1,428,428,66,66,494,494,0,MATCH,PASS
11,1,3,11,16,2,428,428,79,79,507,507,0,MATCH,PASS
11,1,3,11,16,3,428,428,92,92,520,520,0,MATCH,PASS
11,1,3,12,16,1,468,468,71,71,539,539,0,MATCH,PASS
11,1,3,12,16,2,468,468,85,85,553,553,0,MATCH,PASS
11,1,3,12,16,3,468,468,99,99,567,567,0,MATCH,PASS
11,1,3,13,16,1,508,508,76,76,584,584,0,MATCH,PASS
11,1,3,13,16,2,508,508,91,91,599,599,0,MATCH,PASS
11,1,3,13,16,3,508,508,106,106,614,614,0,MATCH,PASS
11,1,3,14,32,1,548,548,81,81,629,629,0,MATCH,PASS
11,1,3,14,32,2,548,548,97,97,645,645,0,MATCH,PASS
11,1,3,14,32,3,548,548,113,113,661,661,0,MATCH,PASS
11,1,3,15,32,1,588,588,86,86,674,674,0,MATCH,PASS
11,1,3,15,32,2,588,588,103,103,691,691,0,MATCH,PASS
11,1,3,15,32,3,588,588,120,120,708,708,0,MATCH,PASS
11,1,3,16,16,1,628,628,91,91,719,719,0,MATCH,PASS
11,1,3,16,16,2,628,628,109,109,737,737,0,MATCH,PASS
11,1,3,16,16,3,628,628,127,127,755,755,0,MATCH,PASS
11,1,3,17,32,1,668,668,96,96,764,764,0,MATCH,PASS
11,1,3,17,32,2,668,668,115,115,783,783,0,MATCH,PASS
11,1,3,17,32,3,668,668,134,134,802,802,0,MATCH,PASS
11,1,3,18,16,1,708,708,101,101,809,809,0,MATCH,PASS
11,1,3,18,16,2,708,708,121,121,829,829,0,MATCH,PASS
11,1,3,18,16,3,708,708,141,141,849,849,0,MATCH,PASS
11,1,3,19,32,1,748,748,106,106,854,854,0,MATCH,PASS
11,1,3,19,32,2,748,748,127,127,875,875,0,MATCH,PASS
11,1,3,19,32,3,748,748,148,148,896,896,0,MATCH,PASS
11,1,3,20,16,1,788,788,111,111,899,899,0,MATCH,PASS
11,1,3,20,16,2,788,788,133,133,921,921,0,MATCH,PASS
11,1,3,20,16,3,788,788,155,155,943,943,0,MATCH,PASS
11,1,3,21,32,1,828,828,116,116,944,944,0,MATCH,PASS
11,1,3,21,32,2,828,828,139,139,967,967,0,MATCH,PASS
11,1,3,21,32,3,828,828,162,162,990,990,0,MATCH,PASS
11,1,3,22,32,1,868,868,121,121,989,989,0,MATCH,PASS
11,1,3,22,32,2,868,868,145,145,1013,1013,0,MATCH,PASS
11,1,3,22,32,3,868,868,169,169,1037,1037,0,MATCH,PASS
11,1,3,23,32,1,908,908,126,126,1034,1034,0,MATCH,PASS
11,1,3,23,32,2,908,908,151,151,1059,1059,0,MATCH,PASS
11,1,3,23,32,3,908,908,176,176,1084,1084,0,MATCH,PASS
11,1,3,24,32,1,948,948,131,131,1079,1079,0,MATCH,PASS
11,1,3,24,32,2,948,948,157,157,1105,1105,0,MATCH,PASS
11,1,3,24,32,3,948,948,183,183,1131,1131,0,MATCH,PASS
11,2,1,4,8,1,105,105,39,39,144,144,0,MATCH,PASS
11,2,1,5,8,1,132,132,49,49,181,181,0,MATCH,PASS
11,2,1,6,8,1,159,159,59,59,218,218,0,MATCH,PASS
11,2,1,7,8,1,186,186,69,69,255,255,0,MATCH,PASS
11,2,1,8,8,1,213,213,79,79,292,292,0,MATCH,PASS
11,2,1,9,8,1,240,240,89,89,329,329,0,MATCH,PASS
11,2,1,10,8,1,267,267,99,99,366,366,0,MATCH,PASS
11,2,1,11,8,1,294,294,109,109,403,403,0,MATCH,PASS
11,2,1,12,8,1,321,321,119,119,440,440,0,MATCH,PASS
11,2,1,13,8,1,348,348,129,129,477,477,0,MATCH,PASS
11,2,1,14,8,1,375,375,139,139,514,514,0,MATCH,PASS
